27,0.031069,0.978026,0.195874
42,0.031801,0.976683,0.193432
58,0.032167,0.981933,0.195019
74,0.032412,0.975829,0.192089
89,0.03229,0.979979,0.195752
105,0.02936,0.973387,0.192578
120,0.029604,0.968992,0.189648
136,0.031801,0.975829,0.19331
152,0.031679,0.976927,0.190991
167,0.031069,0.976439,0.196484
183,0.034853,0.977171,0.195874
198,0.031801,0.973875,0.195874
214,0.036318,0.977293,0.194653
230,0.035708,0.974608,0.194653
245,0.033144,0.978026,0.194775
261,0.034609,0.977171,0.193066
277,0.029116,0.972777,0.192822
292,0.035464,0.975829,0.195874
308,0.033999,0.97827,0.194043
324,0.03229,0.973875,0.191235
339,0.032045,0.977171,0.187817
355,0.031069,0.97473,0.194287
370,0.032045,0.971312,0.195752
386,0.031313,0.975584,0.195141
402,0.031313,0.973997,0.194165
417,0.031801,0.973143,0.19038
433,0.0329,0.977904,0.191967
448,0.031069,0.975462,0.195141
464,0.032045,0.970945,0.192578
480,0.033388,0.976805,0.193676
495,0.030092,0.976439,0.191723
511,0.032412,0.971922,0.196606
527,0.031313,0.978148,0.192456
542,0.035464,0.981688,0.195019
558,0.030092,0.97412,0.19331
573,0.031923,0.97827,0.190136
589,0.029848,0.974608,0.194775
605,0.031435,0.974608,0.192456
620,0.03229,0.974974,0.19392
636,0.033266,0.972044,0.196362
651,0.031069,0.9718,0.191113
679,0.032045,0.979613,0.193676
694,0.03229,0.972044,0.192211
710,0.030703,0.975462,0.19392
726,0.03351,0.976927,0.193188
741,0.035708,0.976805,0.194653
757,0.032412,0.970579,0.192089
772,0.034487,0.973387,0.19563
788,0.032412,0.976317,0.194165
817,0.032167,0.96887,0.193432
832,0.033022,0.975584,0.192578
848,0.032167,0.962522,0.187206
864,0.033754,0.988891,0.191967
880,0.034731,0.973387,0.19563
895,0.033388,0.989745,0.196362
911,0.034609,0.985473,0.196362
926,0.030703,0.968016,0.192944
942,0.030703,0.975462,0.193554
957,0.031923,0.9718,0.195019
973,0.031069,0.97766,0.197461
989,0.029482,0.973021,0.195019
1004,0.032167,0.96826,0.194043
1020,0.0329,0.96887,0.191601
1036,0.031923,0.977416,0.198437
1051,0.032045,0.981078,0.19685
1067,0.028993,0.980468,0.202466
1082,0.035708,0.975584,0.198682
1098,0.032045,0.975707,0.197949
1114,0.028993,0.976927,0.195752
1129,0.03229,0.97534,0.191967
1145,0.025697,0.973265,0.19685
1161,0.031313,0.975707,0.193554
1176,0.036929,0.974364,0.192089
1192,0.031801,0.974242,0.19624
1207,0.032656,0.974852,0.192944
1223,0.031801,0.979369,0.196118
