14,1.016969,-0.125679,0.039614
30,1.017579,-0.127388,0.037905
45,1.015016,-0.125557,0.034487
61,1.01233,-0.121528,0.031801
77,1.011597,-0.119453,0.030703
92,1.013184,-0.120796,0.029116
108,1.015748,-0.122139,0.028993
123,1.017213,-0.087102,0.030092
139,1.005738,-0.112006,0.023744
155,1.005127,-0.098334,0.016786
170,1.001221,-0.097845,0.014344
186,1.000366,-0.099554,0.016419
202,1.000488,-0.090765,0.015077
217,1.006592,-0.113105,0.016786
233,1.010743,-0.114448,0.021669
248,1.011475,-0.130684,0.017884
264,1.023195,-0.124458,0.019838
280,1.022829,-0.142526,0.028383
295,1.022951,-0.140206,0.04291
311,1.012086,-0.140695,0.059513
327,1.013062,-0.117744,0.059391
342,1.022462,-0.107489,0.050235
358,1.021241,-0.1081,0.046329
373,1.022951,-0.095526,0.058903
389,1.017701,-0.101141,0.065861
404,1.025636,-0.106757,0.0705
420,1.026369,-0.112495,0.075383
436,1.043216,-0.085271,0.061466
451,1.041384,-0.084905,0.065739
467,1.017946,-0.058048,0.058903
483,1.019044,-0.076604,0.062931
498,1.030031,-0.071354,0.059391
514,1.020997,-0.089544,0.063664
529,1.020631,-0.089056,0.062687
545,1.024415,-0.093817,0.057071
561,1.023317,-0.091131,0.059879
577,1.023073,-0.089788,0.059147
592,1.01941,-0.092596,0.047549
608,1.019288,-0.082219,0.049869
623,1.023805,-0.076238,0.049014
639,1.019166,-0.076604,0.042056
654,1.019166,-0.063419,0.047916
670,1.026491,-0.071843,0.041934
686,1.025148,-0.067082,0.043887
701,1.017457,-0.070378,0.036806
717,1.00647,-0.070256,0.042666
733,1.014161,-0.077703,0.045108
748,1.020143,-0.090399,0.043765
764,1.024538,-0.087957,0.054019
779,1.032717,-0.087591,0.04291
795,1.038577,-0.068303,0.033754
811,1.036501,-0.065373,0.032167
826,1.024049,-0.069035,0.030336
842,1.007935,-0.071599,0.040347
858,1.009644,-0.076115,0.036684
873,1.02173,-0.06989,0.027651
889,1.023805,-0.079534,0.0329
904,1.033449,-0.072453,0.027284
920,1.031374,-0.074895,0.028871
936,1.020387,-0.085393,0.037783
951,1.010499,-0.0893,0.039004
967,1.014405,-0.079289,0.04816
982,1.012452,-0.079656,0.044619
998,1.011842,-0.079656,0.043032
1014,1.015504,-0.082952,0.04291
1029,1.020387,-0.082708,0.043643
1045,1.023195,-0.091009,0.044986
1061,1.028932,-0.077703,0.040835
1076,1.022584,-0.07636,0.04169
1092,1.019288,-0.082097,0.036318
1108,1.026125,-0.074162,0.03229
1123,1.012696,-0.083074,0.044742
1139,1.018922,-0.084417,0.045108
1154,1.023805,-0.067692,0.060367
1170,1.020875,-0.081731,0.074895
1186,1.03406,-0.0705,0.069645
1201,1.030886,-0.055851,0.081609
1217,1.017579,-0.066593,0.090765
1233,1.026125,-0.058414,0.090399
1248,1.026613,-0.053043,0.098944
1264,1.025881,-0.070378,0.094427
1279,1.03821,-0.048892,0.084783
1295,1.039187,-0.048892,0.079534
1311,1.019044,-0.066349,0.084051
1326,1.01941,-0.062565,0.065495
1342,1.016847,-0.052432,0.062809
1358,1.011842,-0.072087,0.054874
1373,1.02527,-0.069523,0.039004
1389,1.025636,-0.068303,0.034243
1404,1.023195,-0.072575,0.028017
1420,1.015138,-0.082097,0.022279
1436,1.020021,-0.074284,0.018495
1451,1.013795,-0.090399,0.021547
1467,1.011353,-0.097845,0.021303
1483,1.007081,-0.095404,0.034243
1498,1.012208,-0.08344,0.040957
1514,1.016603,-0.078557,0.050967
1529,1.012208,-0.082952,0.0611
1545,1.016969,-0.072941,0.070744
1560,1.027345,-0.054141,0.07636
1576,1.029054,-0.060734,0.079045
1592,1.03174,-0.052677,0.082464
1608,1.031984,-0.04584,0.085271
1623,1.028322,-0.052188,0.082708
1639,1.024293,-0.051212,0.082586
1654,1.021486,-0.055484,0.081365
1670,1.031008,-0.043643,0.073063
1686,1.026979,-0.045596,0.078313
1701,1.020875,-0.068547,0.078801
1717,1.018556,-0.070134,0.075383
1732,1.008179,-0.079534,0.057804
1748,1.017091,-0.07636,0.041323
1764,1.023561,-0.059635,0.043887
1779,1.018556,-0.059635,0.047793
1795,1.010377,-0.09284,0.055851
1811,1.025026,-0.077947,0.045108
1826,1.030886,-0.070622,0.036684
1842,1.019777,-0.06403,0.043277
1857,1.020997,-0.068058,0.044742
1873,1.018922,-0.062931,0.048404
1889,1.015382,-0.072209,0.059269
1904,1.01294,-0.07111,0.063664
1920,1.011353,-0.073308,0.071477
1935,1.023927,-0.067326,0.064884
1951,1.030519,-0.058658,0.057438
1967,1.022707,-0.055484,0.06403
1982,1.017823,-0.064518,0.06989
1998,1.024049,-0.067692,0.068669
2014,1.025881,-0.0611,0.070866
2029,1.016725,-0.072575,0.075383
2045,1.013551,-0.071721,0.078801
2061,1.022218,-0.06403,0.077214
2076,1.017457,-0.073796,0.078191
2092,1.024538,-0.066227,0.069645
2107,1.027467,-0.05524,0.067204
2123,1.019288,-0.071354,0.063297
2139,1.018556,-0.06403,0.063786
2154,1.02173,-0.056705,0.053531
2170,1.026735,-0.061222,0.046451
2186,1.027467,-0.055606,0.040591
2201,1.021486,-0.067326,0.035342
2217,1.018922,-0.079289,0.027651
2232,1.019166,-0.077947,0.027529
2248,1.015748,-0.080266,0.028749
2264,1.014649,-0.083074,0.031313
2279,1.01941,-0.078313,0.028505
2295,1.01526,-0.086492,0.033022
2311,1.017457,-0.081487,0.041079
