10,0.037783,0.220289,-0.9812
26,0.037539,0.214552,-0.98413
41,0.044253,0.208814,-0.984496
57,0.042666,0.205152,-0.982543
73,0.039492,0.202832,-0.985839
88,0.03998,0.200635,-0.986327
104,0.040835,0.198682,-0.986083
120,0.04169,0.199048,-0.988769
135,0.0423,0.195874,-0.989623
151,0.03937,0.19392,-0.989623
166,0.038516,0.192211,-0.989501
182,0.037051,0.193188,-0.990112
198,0.038882,0.183178,-0.98999
213,0.039126,0.178172,-0.991943
229,0.041567,0.179882,-0.990966
244,0.037417,0.192456,-0.990356
260,0.037295,0.192089,-0.990112
275,0.038149,0.195874,-0.986938
291,0.040835,0.19917,-0.989745
307,0.041812,0.195752,-0.990112
323,0.037051,0.195752,-0.991332
338,0.041079,0.188671,-0.989501
354,0.036196,0.185619,-0.989135
369,0.039736,0.188183,-0.988525
385,0.037295,0.188183,-0.990722
400,0.04291,0.202954,-0.986816
416,0.03937,0.200391,-0.987914
432,0.03998,0.197461,-0.988158
447,0.039858,0.193066,-0.987914
463,0.03876,0.193432,-0.992553
479,0.040225,0.193554,-0.990234
494,0.04291,0.194775,-0.994384
510,0.040225,0.195874,-0.98767
526,0.03876,0.195019,-0.98999
541,0.040225,0.194531,-0.987548
557,0.037661,0.187695,-0.99121
573,0.038393,0.192944,-0.98706
588,0.035097,0.192089,-0.99121
604,0.036318,0.198437,-0.98767
619,0.039126,0.195141,-0.98706
635,0.040713,0.189404,-0.991943
650,0.037417,0.186718,-0.989013
666,0.037661,0.188549,-0.990844
682,0.037661,0.184643,-0.989623
697,0.037783,0.193188,-0.989013
713,0.040957,0.190869,-0.987548
729,0.038638,0.189648,-0.988525
744,0.034121,0.188061,-0.990234
760,0.03998,0.189526,-0.991455
775,0.040103,0.190014,-0.98999
791,0.039736,0.188915,-0.987182
807,0.03876,0.191845,-0.985717
822,0.037539,0.192822,-0.988647
838,0.036806,0.194287,-0.988281
854,0.038516,0.193554,-0.98413
869,0.037417,0.193798,-0.984862
885,0.03937,0.197827,-0.98767
900,0.038638,0.248733,-0.969481
916,0.042788,0.199048,-0.989868
932,0.034975,0.161814,-0.998291
947,0.038393,0.157419,-1.003906
963,0.039004,0.176463,-0.995483
978,0.042422,0.18391,-0.991088
994,0.039248,0.189404,-0.99414
1010,0.03876,0.216139,-0.979369
1025,0.039736,0.217848,-0.976805
1041,0.042056,0.217359,-0.977416
1057,0.040713,0.185009,-0.989013
1072,0.04291,0.142892,-1.005371
1088,0.037661,0.145822,-1.001221
1104,0.040591,0.131295,-1.005738
1119,0.042544,0.124336,-1.008301
1135,0.039004,0.152048,-1.000977
1150,0.044619,0.158518,-1.00586
1166,0.047305,0.144723,-1.013062
1182,0.034975,0.158396,-0.993652
1197,0.037905,0.204663,-0.982909
1213,0.033388,0.217726,-0.969847
1229,0.039736,0.229811,-0.970823
1244,0.039858,0.204053,-0.990112
1260,0.03876,0.190014,-0.989013
1275,0.040713,0.187084,-0.98999
1291,0.037173,0.179149,-0.992431
1307,0.03937,0.187939,-0.986816
1322,0.040591,0.192578,-0.990356
1338,0.037295,0.18745,-0.988403
1354,0.040713,0.194043,-0.988525
1369,0.039492,0.193676,-0.990234
1385,0.036684,0.195263,-0.989135
1400,0.043521,0.191723,-0.990966
1416,0.042422,0.192456,-0.9906
1431,0.038516,0.197827,-0.985961
1447,0.038638,0.199292,-0.984374
1463,0.03876,0.192211,-0.991577
1479,0.039492,0.201245,-0.988647
1494,0.040469,0.197705,-0.988281
1510,0.041934,0.203076,-0.988158
1525,0.038516,0.204541,-0.988158
1541,0.041445,0.202344,-0.988281
1556,0.038882,0.200635,-0.987304
1572,0.039004,0.196728,-0.991821
1588,0.036929,0.195508,-0.986449
1603,0.035952,0.195752,-0.991088
1619,0.038516,0.186352,-0.991455
1635,0.041445,0.187817,-0.9906
1650,0.042178,0.190869,-0.993896
1666,0.035464,0.199048,-0.988647
1681,0.036196,0.213209,-0.985107
1697,0.038638,0.215895,-0.981078
1713,0.03937,0.214308,-0.982421
1728,0.035952,0.207105,-0.986694
1744,0.038638,0.202222,-0.986449
1760,0.041323,0.189648,-0.989379
1775,0.041201,0.200879,-0.986816
1791,0.042422,0.201733,-0.989501
1807,0.036684,0.206128,-0.984252
1822,0.040347,0.209669,-0.982787
1838,0.037539,0.201367,-0.986205
1853,0.040103,0.192456,-0.99292
1869,0.040103,0.19917,-0.992309
1885,0.038027,0.204053,-0.990722
1900,0.037295,0.206495,-0.988158
1916,0.03583,0.210767,-0.987426
1931,0.03876,0.21504,-0.981933
1947,0.0423,0.207837,-0.987914
1963,0.037783,0.208082,-0.984862
1978,0.041445,0.20503,-0.987792
1994,0.066593,0.197095,-0.988158
2010,0.040713,0.195019,-0.98999
2025,0.043277,0.195752,-0.987914
2041,0.023378,0.199048,-0.985961
2057,0.02289,0.201245,-0.98706
2072,0.024965,0.201856,-0.988158
2088,0.027406,0.204663,-0.984862
2103,0.038638,0.210157,-0.986816
2119,0.038638,0.213087,-0.986449
2135,0.040591,0.207837,-0.981933
2150,0.04291,0.206617,-0.989379
2166,0.041934,0.206372,-0.984496
2181,0.036562,0.202832,-0.98706
2197,0.043032,0.203565,-0.989257
2213,0.040591,0.209302,-0.985351
2228,0.040103,0.217115,-0.985839
2244,0.04169,0.215284,-0.984008
2260,0.037661,0.20857,-0.984862
2275,0.039492,0.205518,-0.987426
2291,0.035586,0.208326,-0.987426
2306,0.038027,0.206617,-0.986449
2322,0.039614,0.219557,-0.981078
2338,0.036318,0.218092,-0.982421
2353,0.040713,0.219557,-0.983397
2369,0.039858,0.222609,-0.980956
2385,0.036196,0.224928,-0.981933
2400,0.037783,0.219069,-0.983397
2416,0.040103,0.218824,-0.986449
2431,0.039858,0.209669,-0.989868
2447,0.040103,0.203565,-0.985595
2463,0.039492,0.206128,-0.988525
2478,0.038516,0.212965,-0.982909
2494,0.036929,0.212843,-0.983397
2510,0.040225,0.218214,-0.984496
2588,0.039614,0.207471,-0.989013
2603,0.037905,0.213941,-0.981078
2619,0.040225,0.219191,-0.984252
2634,0.041079,0.22444,-0.982909
2650,0.041812,0.215772,-0.982177
2666,0.040347,0.21858,-0.983519
2681,0.038393,0.218336,-0.984374
2697,0.038393,0.217848,-0.982055
2713,0.040347,0.222243,-0.983886
2728,0.040591,0.220778,-0.980345
2744,0.040103,0.220411,-0.982177
2759,0.037905,0.210035,-0.982055
2775,0.036806,0.209546,-0.982421
2791,0.043154,0.211011,-0.991088
2806,0.03998,0.222487,-0.980834
2822,0.040347,0.224806,-0.983275
2838,0.039736,0.219801,-0.983764
2853,0.040103,0.218946,-0.984374
2869,0.040957,0.213575,-0.981566
2884,0.038027,0.212232,-0.983519
2900,0.039614,0.213819,-0.986938
2916,0.037539,0.208936,-0.988403
2931,0.039248,0.208448,-0.989745
2947,0.038027,0.211988,-0.984618
2963,0.039858,0.222731,-0.983275
2978,0.038027,0.225539,-0.980223
2994,0.038638,0.218214,-0.986327
3009,0.040713,0.211133,-0.984374
3025,0.038638,0.206983,-0.991088
3040,0.040591,0.209546,-0.985961
3056,0.037661,0.213575,-0.983886
3072,0.039858,0.220045,-0.983519
3088,0.037783,0.223585,-0.975584
3103,0.035219,0.221632,-0.985473
3119,0.043154,0.217726,-0.985961
